id,url,title,publisher,source_type,author,publication_date,retrieved_at,archived_url,source_license,independence_class,automation_permitted,notes
src_705592f873593725,https://www.switch.org.za/energy-trading-wheeling,Energy Trading & Wheeling Platform | Switch Energy SA,Switch Energy,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
src_7c0c0c942fa173cd,https://www.kth.se/en/2.88189/energy-systems/completed-projects/the-electricity-model-base-for-africa-temba-1.940034,The Electricity Model Base for Africa (TEMBA),KTH Royal Institute of Technology,web,,,2026-08-02,,all_rights_reserved,provider_authored,false,"Rights treatment: factual metadata, attribution and linking only; source text, imagery and branding are not reused."
